word,freq
coefficients,272
themes,272
stronger,271
exclusion,271
statistical,271
sodium,271
influential,271
fiscal,271
subjective,271
ratios,271
hall,271
languages,271
battle,270
achieving,270
applicable,270
distinguish,270
detected,269
round,269
educational,269
sectors,269
son,269
chest,269
teacher,269
admission,269
boys,269
got,268
peter,268
interviews,268
induction,268
nonetheless,267
fuel,267
offering,267
establishing,267
reforms,267
emerged,267
ethics,267
holds,267
archaeological,267
doctrine,267
liberty,267
attract,266
recovery,266
nineteenth,266
economics,266
decades,266
drawing,266
counter,266
proper,266
emotions,266
command,266
primates,266
nutrients,265
canada,265
brings,265
ions,265
agent,265
escape,265
spatial,265
violent,265
doctors,265
machines,264
controlling,264
treat,264
remember,264
bones,264
proportional,264
attempted,264
perfectly,264
devices,264
1972,264
specification,264
december,263
floor,263
television,263
focusing,263
origins,263
gross,263
satisfy,263
standing,263
organisational,263
slave,263
passage,262
excessive,262
perceptions,262
designs,262
orientation,262
pipe,262
tourists,262
profession,262
codes,261
attractive,261
scenario,261
identifying,261
gains,261
colonial,261
victims,261
worldwide,260
attempting,260
carrying,260
knowing,260
rose,260
32,260
vertical,259
segments,259
simultaneously,259
deemed,259
parliament,259
wrote,259
purchasing,258
34,258
desirable,258
arises,258
orders,258
discovery,258
scholars,258
concentrations,257
ultimate,257
toward,257
residuals,257
recruitment,257
bonds,257
displays,257
wood,256
70,256
slight,256
birds,256
opcit,256
exports,256
lose,256
stating,256
correctly,256
reactions,256
atp,256
destination,256
feed,255
bottom,255
dependence,255
improvements,255
targets,255
circle,255
properly,254
quick,254
ad,254
evolved,254
kong,254
acquired,254
korea,254
judgement,254
stream,253
familiar,253
partly,253
january,253
critics,253
investors,253
marks,253
mere,253
un,253
studying,253
george,253
discrimination,253
therapy,253
meanings,253
interpretations,253
egyptian,253
marginal,252
distributed,252
eat,252
productive,252
fruit,252
perspectives,252
abuse,252
career,252
globalization,252
soldiers,252
poems,252
flows,251
definitions,251
permanent,251
column,251
summary,251
widespread,251
dominated,251
integral,251
architecture,251
importantly,251
habitat,250
realistic,250
november,250
adoption,250
dependant,250
passing,250
martin,250
participant,250
anxiety,250
childs,249
vulnerable,249
winter,249
lecture,249
turbulent,249
relevance,249
separated,249
screen,249
sexuality,249
maintenance,248
traditionally,248
southern,248
forming,248
delay,248
divisions,248
representing,248
shaft,248
writes,248
perceive,247
chose,247
mobile,247
rarely,247
organised,247
conscious,247
excellent,247
27,247
characterised,247
recommendations,247
names,247
magic,247
considerations,246
eight,246
roots,246
wire,246
agenda,246
russia,246
pleasure,246
weakness,246
xray,246
cylinder,246
lifestyle,245
carefully,245
capitalist,245
visit,245
passive,245
reputation,245
skill,245
michael,245
reveal,245
vector,245
determination,244
environments,244
summer,244
receiving,244
directed,244
1990s,244
route,244
respiratory,244
meetings,244
disability,244
supposed,243
limb,243
adapted,243
sheet,243
spirit,243
simulation,243
critique,243
optimal,243
virtue,243
imposed,242
visitors,242
falling,242
fine,242
convergence,242
save,241
variations,241
affairs,241
essence,241
usage,241
spoken,241
90,241
outlined,241
luxury,241
fire,241
waves,241
assignment,241
buying,240
inclusion,240
decreasing,240
nutrient,240
charged,240
threats,240
degrees,240
1970,240
axis,240
comments,240
associations,239
soils,239
stores,239
served,239
fashion,239
sun,239
imply,238
van,238
racial,238
treatments,238
compounds,238
rare,238
destruction,238
moves,238
enabled,238
realist,238
introduce,237
impacts,237
minority,237
massive,237
adapt,237
facilitate,237
emerging,237
facing,237
partner,237
sentences,237
inputs,236
inequality,236
released,236
satisfied,236
regardless,236
originally,236
helping,236
ireland,236
surely,236
string,236
33,235
principal,235
defining,235
panel,235
obligation,235
module,235
dimension,234
funding,234
consensus,234
starts,234
unity,234
geographical,234
incorporated,234
europeans,234
weaknesses,234
considers,234
penguin,234
realised,233
instrument,233
ignored,233
sovereignty,233
married,233
fighting,232
farms,232
considerably,232
item,232
seemingly,232
pressures,232
1975,232
radius,232
masculinity,232
planned,231
participate,231
ownership,231
loyalty,231
muscle,231
desires,231
nucleus,231
weber,231
african,231
colony,231
foundation,231
advance,231
happy,231
tragedy,231
ideological,231
restaurant,231
reveals,230
continuing,230
italian,230
extend,230
acute,230
popularity,230
acquire,230
select,230
differently,230
conservative,230
semantic,230
filter,230
reynolds,230
emma,230
frequent,229
famous,229
managing,229
preference,229
reformation,229
1960s,229
twice,229
varies,229
structured,229
soul,229
disorder,229
particle,229
liverpool,229
criticised,228
enhanced,228
uniform,228
fewer,228
bar,228
discussing,228
engage,228
placing,228
bath,228
ch,228
fate,228
christian,228
producers,227
expand,227
exposure,227
contexts,227
hill,227
hearing,227
occupational,227
compound,226
membership,226
deviation,226
explored,226
gaining,226
1968,226
masses,226
ease,226
bargaining,226
parent,226
victorian,226
william,226
ritual,226
smoking,225
spring,225
assigned,225
layout,225
instances,225
inevitably,225
writer,225
elites,225
discipline,225
taught,225
behaviours,225
happened,225
styles,225
divine,225
thompson,224
grazing,224
slope,224
applies,224
teams,224
wavelength,224
encouraging,223
1974,223
optimum,223
chief,223
treaty,223
1970s,223
serves,223
deficit,223
beings,223
enabling,223
seconds,223
z,223
scores,223
cooling,223
breach,223
sides,222
cars,222
duration,222
pollution,222
chocolate,222
causal,222
injury,222
aggressive,222
intrinsic,222
phonological,222
efficiently,221
alter,221
explicit,221
puts,221
transmission,221
implementing,220
exploitation,220
comprehensive,220
regularly,220
mobility,220
instruments,220
performing,220
1971,220
inventory,220
abstract,220
accordingly,219
communications,219
attachment,219
ages,219
medication,218
layers,218
wars,218
describing,218
concludes,218
bringing,218
concentrated,218
automatically,218
reject,218
dramatically,218
interpret,218
impression,218
tourist,218
youth,218
notions,218
grammar,218
verb,218
careful,217
differing,217
strengths,217
electric,217
relates,217
operational,217
computers,217
assumes,217
responsibilities,217
rape,217
expanding,217
worse,217
debates,217
salt,217
phrase,217
mathematical,217
displacement,217
imagination,217
instruction,217
ex,217
narrator,217
cm,216
todays,216
restrictions,216
slowly,216
kinds,216
introducing,216
burial,216
tells,216
partial,216
assessed,216
lived,216
administrative,216
murder,216
hundred,215
cope,215
modification,215
thin,215
june,215
granted,215
margin,215
totally,215
evaluated,215
motivated,215
realise,215
taste,214
circular,214
questionnaire,214
preferences,214
conjunction,214
accumulation,214
killed,214
records,214
compete,214
incentive,214
agreements,214
thickness,214
mans,214
creative,214
guests,214
lenin,214
proven,213
eggs,213
jones,213
sheep,213
intensive,213
transactions,213
specified,213
manual,213
freezing,213
intentions,213
steady,213
mood,213
bc,213
shaped,213
parameter,213
detect,213
arrangement,213
chimpanzees,213
strict,212
protected,212
amino,212
behavioural,212
achievement,212
taxation,212
johnson,212
coping,212
dependency,212
2nd,212
dickens,212
infants,211
italy,211
stands,211
childrens,211
indicator,211
contracts,211
partners,211
possibilities,211
physically,211
obligations,211
confusion,211
analytical,211
translation,211
charles,211
nurses,211
faith,211
marx,211
biggest,210
younger,210
andor,210
surplus,210
cattle,210
director,210
organism,210
ca,210
provisions,210
kingdom,210
transaction,210
towns,210
russian,210
finite,210
controller,210
ideals,210
balanced,209
gauge,209
sequences,209
gold,209
hero,209
differentiation,208
connections,208
alongside,208
viable,208
agencies,208
attacks,208
arm,208
ethnicity,208
plato,208
gauges,208
executive,207
removal,207
onset,207
presenting,207
grant,207
contamination,207
temporary,207
minds,207
learned,207
ordinary,207
plates,207
humanity,207
geometry,207
driving,206
fraction,206
insurance,206
schedule,206
sharing,206
29,206
controversial,206
thermal,206
pages,206
hobbes,206
nutritional,205
estimates,205
divide,205
interact,205
extract,205
profitability,205
collapse,205
null,205
inability,205
challenging,205
skilled,205
coupled,205
guarantee,205
criticisms,205
server,205
rousseau,205
narrow,204
static,204
noticed,204
normative,204
iii,204
yields,203
reaching,203
inevitable,203
indigenous,203
bear,203
month,203
enzymes,203
excluded,202
frame,202
discover,202
profitable,202
identifies,202
delivered,202
minimise,202
absorbance,202
pair,202
emphasises,202
nietzsche,202
deciding,201
accessible,201
artificial,201
variance,201
roughly,201
investigations,201
centres,201
progression,201
rna,201
liver,201
coherent,201
filled,201
independently,201
barrier,201
died,201
er,201
racism,201
portrayed,201
athenian,201
41,200
pricing,200
attribute,200
interface,200
armed,200
economically,199
syndrome,199
club,199
adverse,199
turning,199
putting,199
programs,199
minor,199
enforcement,199
apparatus,199
incident,199
ill,198
quantities,198
predominantly,198
absorption,198
adaptation,198
thesis,198
assistance,198
irish,198
rooms,198
faces,198
philosophical,198
ward,198
emotion,198
patriarchal,198
baby,197
relies,197
reasonably,197
learnt,197
renaissance,197
exception,197
manufacture,197
undoubtedly,197
meaningful,197
subjected,197
fourth,197
incorporate,197
rice,197
conversely,197
laser,197
amplitude,197
tesco,196
happens,196
converted,196
card,196
neutral,196
hidden,196
accordance,196
assist,196
rewards,196
format,196
corpus,196
augustus,196
defendant,196
nationalism,196
detrimental,195
dairy,195
grass,195
september,195
killing,195
analyses,195
brands,195
gets,195
seeds,195
stance,195
anyone,195
choosing,195
chinas,195
sleep,195
iv,195
senses,195
grammatical,195
aeneas,195
saving,194
preventing,194
drinking,194
priority,194
laid,194
determines,194
specialist,194
centuries,194
identities,194
novels,194
fiction,194
feeding,193
favourable,193
fertility,193
cheaper,193
